periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 2, Kwitang ,Suhu,(Celcius),24.1,1.27
Periode 2, Kwitang ,Bakteri Koli,(Jlm/100mL),0,1.27
Periode 2, Paseban ,Zat Padat Terlarut,(mg/L),186,0.62
Periode 2, Paseban ,Kekeruhan,NTU,0.02,0.62
Periode 2, Paseban ,Besi (Fe),(mg/L),0.08,0.62
Periode 2, Paseban ,Fluorida,(mg/L),0.12,0.62
Periode 2, Paseban ,Total Hardness,(mg/L),71.43,0.62
Periode 2, Paseban ,Chlorida,(mg/L),30.86,0.62
Periode 2, Paseban ,Mangan (Mn),(mg/L),0.05,0.62
Periode 2, Paseban ,Nitrat,(mg/L),2.73,0.62
Periode 2, Paseban ,Nitrit,(mg/L),0.004,0.62
Periode 2, Paseban ,Ph,(mg/L),6.7,0.62
Periode 2, Paseban ,Seng (Zn),(mg/L),0.1,0.62
Periode 2, Paseban ,Sulfat,(mg/L),20.53,0.62
Periode 2, Paseban ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.62
Periode 2, Paseban ,Organik (KMnO4),(mg/L),0.49,0.62
Periode 2, Paseban ,Suhu,(Celcius),24.6,0.62
Periode 2, Paseban ,Bakteri Koli,(Jlm/100mL),0,0.62
Periode 2, Senen ,Zat Padat Terlarut,(mg/L),218,1.08
Periode 2, Senen ,Kekeruhan,NTU,0.02,1.08
Periode 2, Senen ,Besi (Fe),(mg/L),0.08,1.08
Periode 2, Senen ,Fluorida,(mg/L),0.16,1.08
Periode 2, Senen ,Total Hardness,(mg/L),75.51,1.08
Periode 2, Senen ,Chlorida,(mg/L),50.09,1.08
Periode 2, Senen ,Mangan (Mn),(mg/L),0.05,1.08
Periode 2, Senen ,Nitrat,(mg/L),2.32,1.08
Periode 2, Senen ,Nitrit,(mg/L),0.003,1.08
Periode 2, Senen ,Ph,(mg/L),6.9,1.08
Periode 2, Senen ,Seng (Zn),(mg/L),0.01,1.08
Periode 2, Senen ,Sulfat,(mg/L),16.66,1.08
Periode 2, Senen ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.08
Periode 2, Senen ,Organik (KMnO4),(mg/L),2.16,1.08
Periode 2, Senen ,Suhu,(Celcius),24.6,1.08
Periode 2, Senen ,Bakteri Koli,(Jlm/100mL),0,1.08
Periode 2, Cempa Putih Besar ,Zat Padat Terlarut,(mg/L),170,0.74
Periode 2, Cempa Putih Besar ,Kekeruhan,NTU,0.02,0.74
Periode 2, Cempa Putih Besar ,Besi (Fe),(mg/L),0.08,0.74
Periode 2, Cempa Putih Besar ,Fluorida,(mg/L),0.11,0.74
Periode 2, Cempa Putih Besar ,Total Hardness,(mg/L),71.43,0.74
Periode 2, Cempa Putih Besar ,Chlorida,(mg/L),12.65,0.74
Periode 2, Cempa Putih Besar ,Mangan (Mn),(mg/L),0.05,0.74
Periode 2, Cempa Putih Besar ,Nitrat,(mg/L),0.94,0.74
Periode 2, Cempa Putih Besar ,Nitrit,(mg/L),0.003,0.74
Periode 2, Cempa Putih Besar ,Ph,(mg/L),7,0.74
Periode 2, Cempa Putih Besar ,Seng (Zn),(mg/L),0.01,0.74
Periode 2, Cempa Putih Besar ,Sulfat,(mg/L),13.29,0.74
Periode 2, Cempa Putih Besar ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.74
Periode 2, Cempa Putih Besar ,Organik (KMnO4),(mg/L),1,0.74
Periode 2, Cempa Putih Besar ,Suhu,(Celcius),24.7,0.74
Periode 2, Cempa Putih Besar ,Bakteri Koli,(Jlm/100mL),100,0.74
Periode 2, Cempaka Putih Timur ,Zat Padat Terlarut,(mg/L),319,0.97
Periode 2, Cempaka Putih Timur ,Kekeruhan,NTU,0.4,0.97
Periode 2, Cempaka Putih Timur ,Besi (Fe),(mg/L),0.08,0.97
Periode 2, Cempaka Putih Timur ,Fluorida,(mg/L),0.17,0.97
Periode 2, Cempaka Putih Timur ,Total Hardness,(mg/L),128.57,0.97
Periode 2, Cempaka Putih Timur ,Chlorida,(mg/L),50.09,0.97
Periode 2, Cempaka Putih Timur ,Mangan (Mn),(mg/L),0.05,0.97
Periode 2, Cempaka Putih Timur ,Nitrat,(mg/L),0.61,0.97
Periode 2, Cempaka Putih Timur ,Nitrit,(mg/L),0.004,0.97
Periode 2, Cempaka Putih Timur ,Ph,(mg/L),7.2,0.97
Periode 2, Cempaka Putih Timur ,Seng (Zn),(mg/L),0.01,0.97
Periode 2, Cempaka Putih Timur ,Sulfat,(mg/L),30.27,0.97
Periode 2, Cempaka Putih Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.04,0.97
Periode 2, Cempaka Putih Timur ,Organik (KMnO4),(mg/L),0.34,0.97
Periode 2, Cempaka Putih Timur ,Suhu,(Celcius),24.7,0.97
Periode 2, Cempaka Putih Timur ,Bakteri Koli,(Jlm/100mL),9.2 x 103,0.97
Periode 2, Rawasari ,Zat Padat Terlarut,(mg/L),296,0.94
Periode 2, Rawasari ,Kekeruhan,NTU,0.02,0.94
Periode 2, Rawasari ,Besi (Fe),(mg/L),0.08,0.94
Periode 2, Rawasari ,Fluorida,(mg/L),0.32,0.94
Periode 2, Rawasari ,Total Hardness,(mg/L),130.61,0.94
Periode 2, Rawasari ,Chlorida,(mg/L),32.38,0.94
Periode 2, Rawasari ,Mangan (Mn),(mg/L),0.05,0.94
Periode 2, Rawasari ,Nitrat,(mg/L),0.15,0.94
Periode 2, Rawasari ,Nitrit,(mg/L),0.004,0.94
Periode 2, Rawasari ,Ph,(mg/L),7.4,0.94
Periode 2, Rawasari ,Seng (Zn),(mg/L),0.02,0.94
Periode 2, Rawasari ,Sulfat,(mg/L),13.11,0.94
Periode 2, Rawasari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.94
Periode 2, Rawasari ,Organik (KMnO4),(mg/L),0.19,0.94
Periode 2, Rawasari ,Suhu,(Celcius),24.8,0.94
Periode 2, Rawasari ,Bakteri Koli,(Jlm/100mL),0,0.94
Periode 2, Cikini ,Zat Padat Terlarut,(mg/L),226,0.72
Periode 2, Cikini ,Kekeruhan,NTU,0.02,0.72
Periode 2, Cikini ,Besi (Fe),(mg/L),0.08,0.72
Periode 2, Cikini ,Fluorida,(mg/L),0.15,0.72
Periode 2, Cikini ,Total Hardness,(mg/L),83.67,0.72
Periode 2, Cikini ,Chlorida,(mg/L),43.51,0.72
Periode 2, Cikini ,Mangan (Mn),(mg/L),0.07,0.72
Periode 2, Cikini ,Nitrat,(mg/L),0.62,0.72
Periode 2, Cikini ,Nitrit,(mg/L),0.004,0.72
Periode 2, Cikini ,Ph,(mg/L),6.7,0.72
Periode 2, Cikini ,Seng (Zn),(mg/L),0.01,0.72
Periode 2, Cikini ,Sulfat,(mg/L),22.12,0.72
Periode 2, Cikini ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.72
Periode 2, Cikini ,Organik (KMnO4),(mg/L),0.25,0.72
Periode 2, Cikini ,Suhu,(Celcius),24.8,0.72
Periode 2, Cikini ,Bakteri Koli,(Jlm/100mL),0,0.72
Periode 2, Gondang Dia ,Zat Padat Terlarut,(mg/L),362,0.57
Periode 2, Gondang Dia ,Kekeruhan,NTU,0.02,0.57
Periode 2, Gondang Dia ,Besi (Fe),(mg/L),0.08,0.57
Periode 2, Gondang Dia ,Fluorida,(mg/L),0.19,0.57
Periode 2, Gondang Dia ,Total Hardness,(mg/L),153.06,0.57
Periode 2, Gondang Dia ,Chlorida,(mg/L),31.87,0.57
Periode 2, Gondang Dia ,Mangan (Mn),(mg/L),0.05,0.57
Periode 2, Gondang Dia ,Nitrat,(mg/L),0,0.57
Periode 2, Gondang Dia ,Nitrit,(mg/L),0.016,0.57
Periode 2, Gondang Dia ,Ph,(mg/L),7.9,0.57
Periode 2, Gondang Dia ,Seng (Zn),(mg/L),0.01,0.57
Periode 2, Gondang Dia ,Sulfat,(mg/L),22.76,0.57
Periode 2, Gondang Dia ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.57
Periode 2, Gondang Dia ,Organik (KMnO4),(mg/L),0.25,0.57
Periode 2, Gondang Dia ,Suhu,(Celcius),24.7,0.57
Periode 2, Gondang Dia ,Bakteri Koli,(Jlm/100mL),100,0.57
Periode 2, Kebon Sirih ,Zat Padat Terlarut,(mg/L),184,1.06
Periode 2, Kebon Sirih ,Kekeruhan,NTU,0.2,1.06
Periode 2, Kebon Sirih ,Besi (Fe),(mg/L),0.08,1.06
Periode 2, Kebon Sirih ,Fluorida,(mg/L),0.17,1.06
Periode 2, Kebon Sirih ,Total Hardness,(mg/L),47.46,1.06
Periode 2, Kebon Sirih ,Chlorida,(mg/L),29.08,1.06
Periode 2, Kebon Sirih ,Mangan (Mn),(mg/L),0.05,1.06
Periode 2, Kebon Sirih ,Nitrat,(mg/L),3.12,1.06
Periode 2, Kebon Sirih ,Nitrit,(mg/L),0.006,1.06
Periode 2, Kebon Sirih ,Ph,(mg/L),7.3,1.06
Periode 2, Kebon Sirih ,Seng (Zn),(mg/L),0.15,1.06
Periode 2, Kebon Sirih ,Sulfat,(mg/L),15.75,1.06
Periode 2, Kebon Sirih ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.06
Periode 2, Kebon Sirih ,Organik (KMnO4),(mg/L),3.23,1.06
Periode 2, Kebon Sirih ,Suhu,(Celcius),23.7,1.06
Periode 2, Kebon Sirih ,Bakteri Koli,(Jlm/100mL),0,1.06
Periode 2, Pegangsaan ,Zat Padat Terlarut,(mg/L),287,1.34
Periode 2, Pegangsaan ,Kekeruhan,NTU,0.02,1.34
Periode 2, Pegangsaan ,Besi (Fe),(mg/L),0.08,1.34
Periode 2, Pegangsaan ,Fluorida,(mg/L),0.2,1.34
Periode 2, Pegangsaan ,Total Hardness,(mg/L),95.71,1.34
Periode 2, Pegangsaan ,Chlorida,(mg/L),44.24,1.34
Periode 2, Pegangsaan ,Mangan (Mn),(mg/L),0.05,1.34
Periode 2, Pegangsaan ,Nitrat,(mg/L),3.01,1.34
Periode 2, Pegangsaan ,Nitrit,(mg/L),0.004,1.34
Periode 2, Pegangsaan ,Ph,(mg/L),8.1,1.34
Periode 2, Pegangsaan ,Seng (Zn),(mg/L),0.03,1.34
Periode 2, Pegangsaan ,Sulfat,(mg/L),11.32,1.34
Periode 2, Pegangsaan ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.34
Periode 2, Pegangsaan ,Organik (KMnO4),(mg/L),2.78,1.34
Periode 2, Pegangsaan ,Suhu,(Celcius),23.7,1.34
Periode 2, Pegangsaan ,Bakteri Koli,(Jlm/100mL),3.1 x 103,1.34
Periode 2, Menteng ,Zat Padat Terlarut,(mg/L),144,1.12
Periode 2, Menteng ,Kekeruhan,NTU,0.3,1.12
Periode 2, Menteng ,Besi (Fe),(mg/L),0.08,1.12
Periode 2, Menteng ,Fluorida,(mg/L),0.32,1.12
Periode 2, Menteng ,Total Hardness,(mg/L),60.22,1.12
Periode 2, Menteng ,Chlorida,(mg/L),13.12,1.12
Periode 2, Menteng ,Mangan (Mn),(mg/L),0.14,1.12
Periode 2, Menteng ,Nitrat,(mg/L),1.31,1.12
Periode 2, Menteng ,Nitrit,(mg/L),0.007,1.12
Periode 2, Menteng ,Ph,(mg/L),7.9,1.12
Periode 2, Menteng ,Seng (Zn),(mg/L),0.03,1.12
Periode 2, Menteng ,Sulfat,(mg/L),11.12,1.12
Periode 2, Menteng ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.12
Periode 2, Menteng ,Organik (KMnO4),(mg/L),2.13,1.12
Periode 2, Menteng ,Suhu,(Celcius),23.6,1.12
Periode 2, Menteng ,Bakteri Koli,(Jlm/100mL),0,1.12
Periode 2, Bendungan Hilir ,Zat Padat Terlarut,(mg/L),328,1.38
Periode 2, Bendungan Hilir ,Kekeruhan,NTU,0.02,1.38
Periode 2, Bendungan Hilir ,Besi (Fe),(mg/L),0.08,1.38
Periode 2, Bendungan Hilir ,Fluorida,(mg/L),0.14,1.38
Periode 2, Bendungan Hilir ,Total Hardness,(mg/L),127.82,1.38
Periode 2, Bendungan Hilir ,Chlorida,(mg/L),23.01,1.38
Periode 2, Bendungan Hilir ,Mangan (Mn),(mg/L),0.05,1.38
Periode 2, Bendungan Hilir ,Nitrat,(mg/L),0.05,1.38
Periode 2, Bendungan Hilir ,Nitrit,(mg/L),0.015,1.38
Periode 2, Bendungan Hilir ,Ph,(mg/L),8.4,1.38
Periode 2, Bendungan Hilir ,Seng (Zn),(mg/L),0.02,1.38
Periode 2, Bendungan Hilir ,Sulfat,(mg/L),7.24,1.38
Periode 2, Bendungan Hilir ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.38
Periode 2, Bendungan Hilir ,Organik (KMnO4),(mg/L),3.88,1.38
Periode 2, Bendungan Hilir ,Suhu,(Celcius),23.6,1.38
Periode 2, Bendungan Hilir ,Bakteri Koli,(Jlm/100mL),1200,1.38
Periode 2, Gelora ,Zat Padat Terlarut,(mg/L),357,1.83
Periode 2, Gelora ,Kekeruhan,NTU,0.2,1.83
Periode 2, Gelora ,Besi (Fe),(mg/L),0.08,1.83
Periode 2, Gelora ,Fluorida,(mg/L),0.29,1.83
Periode 2, Gelora ,Total Hardness,(mg/L),113.86,1.83
Periode 2, Gelora ,Chlorida,(mg/L),51.2,1.83
Periode 2, Gelora ,Mangan (Mn),(mg/L),0.14,1.83
Periode 2, Gelora ,Nitrat,(mg/L),3.14,1.83
Periode 2, Gelora ,Nitrit,(mg/L),0.032,1.83
Periode 2, Gelora ,Ph,(mg/L),8,1.83
Periode 2, Gelora ,Seng (Zn),(mg/L),0.03,1.83
Periode 2, Gelora ,Sulfat,(mg/L),15.27,1.83
Periode 2, Gelora ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.83
Periode 2, Gelora ,Organik (KMnO4),(mg/L),3.91,1.83
Periode 2, Gelora ,Suhu,(Celcius),23.8,1.83
Periode 2, Gelora ,Bakteri Koli,(Jlm/100mL),0,1.83
Periode 2, Kampung Bali ,Zat Padat Terlarut,(mg/L),307,0.71
Periode 2, Kampung Bali ,Kekeruhan,NTU,0.02,0.71
Periode 2, Kampung Bali ,Besi (Fe),(mg/L),0.08,0.71
Periode 2, Kampung Bali ,Fluorida,(mg/L),0.05,0.71
Periode 2, Kampung Bali ,Total Hardness,(mg/L),119.18,0.71
Periode 2, Kampung Bali ,Chlorida,(mg/L),46.74,0.71
Periode 2, Kampung Bali ,Mangan (Mn),(mg/L),0.05,0.71
Periode 2, Kampung Bali ,Nitrat,(mg/L),4.03,0.71
Periode 2, Kampung Bali ,Nitrit,(mg/L),0.005,0.71
Periode 2, Kampung Bali ,Ph,(mg/L),7.8,0.71
Periode 2, Kampung Bali ,Seng (Zn),(mg/L),0.01,0.71
Periode 2, Kampung Bali ,Sulfat,(mg/L),12.83,0.71
Periode 2, Kampung Bali ,Senyawa Aktif Biru Metilen,(mg/L),0.04,0.71
Periode 2, Kampung Bali ,Organik (KMnO4),(mg/L),0.17,0.71
Periode 2, Kampung Bali ,Suhu,(Celcius),23.1,0.71
Periode 2, Kampung Bali ,Bakteri Koli,(Jlm/100mL),0,0.71
Periode 2, Karet Tengsin ,Zat Padat Terlarut,(mg/L),363,1.86
Periode 2, Karet Tengsin ,Kekeruhan,NTU,0.02,1.86
Periode 2, Karet Tengsin ,Besi (Fe),(mg/L),0.08,1.86
Periode 2, Karet Tengsin ,Fluorida,(mg/L),0.05,1.86
Periode 2, Karet Tengsin ,Total Hardness,(mg/L),138.19,1.86
Periode 2, Karet Tengsin ,Chlorida,(mg/L),27.69,1.86
Periode 2, Karet Tengsin ,Mangan (Mn),(mg/L),0.05,1.86
Periode 2, Karet Tengsin ,Nitrat,(mg/L),1.44,1.86
Periode 2, Karet Tengsin ,Nitrit,(mg/L),0.005,1.86
Periode 2, Karet Tengsin ,Ph,(mg/L),8.3,1.86
Periode 2, Karet Tengsin ,Seng (Zn),(mg/L),0.01,1.86
Periode 2, Karet Tengsin ,Sulfat,(mg/L),70,1.86
Periode 2, Karet Tengsin ,Senyawa Aktif Biru Metilen,(mg/L),0.07,1.86
Periode 2, Karet Tengsin ,Organik (KMnO4),(mg/L),5.7,1.86
Periode 2, Karet Tengsin ,Suhu,(Celcius),23.8,1.86
Periode 2, Karet Tengsin ,Bakteri Koli,(Jlm/100mL),800,1.86
Periode 2, Kebon kacang ,Zat Padat Terlarut,(mg/L),239,1.95
Periode 2, Kebon kacang ,Kekeruhan,NTU,0.2,1.95
Periode 2, Kebon kacang ,Besi (Fe),(mg/L),0.36,1.95
Periode 2, Kebon kacang ,Fluorida,(mg/L),0.05,1.95
Periode 2, Kebon kacang ,Total Hardness,(mg/L),70.99,1.95
Periode 2, Kebon kacang ,Chlorida,(mg/L),163.04,1.95
Periode 2, Kebon kacang ,Mangan (Mn),(mg/L),0.12,1.95
Periode 2, Kebon kacang ,Nitrat,(mg/L),2.8,1.95
Periode 2, Kebon kacang ,Nitrit,(mg/L),0.004,1.95
Periode 2, Kebon kacang ,Ph,(mg/L),7.7,1.95
Periode 2, Kebon kacang ,Seng (Zn),(mg/L),0.04,1.95
Periode 2, Kebon kacang ,Sulfat,(mg/L),23.1,1.95
Periode 2, Kebon kacang ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.95
Periode 2, Kebon kacang ,Organik (KMnO4),(mg/L),6.41,1.95
Periode 2, Kebon kacang ,Suhu,(Celcius),23.9,1.95
Periode 2, Kebon kacang ,Bakteri Koli,(Jlm/100mL),0,1.95
Periode 2, Kebon Melati ,Zat Padat Terlarut,(mg/L),261,1.58
Periode 2, Kebon Melati ,Kekeruhan,NTU,13.4,1.58
Periode 2, Kebon Melati ,Besi (Fe),(mg/L),0.39,1.58
Periode 2, Kebon Melati ,Fluorida,(mg/L),0.34,1.58
Periode 2, Kebon Melati ,Total Hardness,(mg/L),110.2,1.58
Periode 2, Kebon Melati ,Chlorida,(mg/L),23.78,1.58
Periode 2, Kebon Melati ,Mangan (Mn),(mg/L),0.08,1.58
Periode 2, Kebon Melati ,Nitrat,(mg/L),0.33,1.58
Periode 2, Kebon Melati ,Nitrit,(mg/L),0.003,1.58
Periode 2, Kebon Melati ,Ph,(mg/L),8.3,1.58
Periode 2, Kebon Melati ,Seng (Zn),(mg/L),0.03,1.58
Periode 2, Kebon Melati ,Sulfat,(mg/L),12.21,1.58
Periode 2, Kebon Melati ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.58
Periode 2, Kebon Melati ,Organik (KMnO4),(mg/L),0.83,1.58
Periode 2, Kebon Melati ,Suhu,(Celcius),23.7,1.58
Periode 2, Kebon Melati ,Bakteri Koli,(Jlm/100mL),0,1.58
Periode 2, Petamburan ,Zat Padat Terlarut,(mg/L),402,6.45
Periode 2, Petamburan ,Kekeruhan,NTU,0.8,6.45
Periode 2, Petamburan ,Besi (Fe),(mg/L),0.08,6.45
Periode 2, Petamburan ,Fluorida,(mg/L),0.41,6.45
Periode 2, Petamburan ,Total Hardness,(mg/L),132.65,6.45
Periode 2, Petamburan ,Chlorida,(mg/L),55.65,6.45
Periode 2, Petamburan ,Mangan (Mn),(mg/L),1.1,6.45
Periode 2, Petamburan ,Nitrat,(mg/L),7.96,6.45
Periode 2, Petamburan ,Nitrit,(mg/L),1.99,6.45
Periode 2, Petamburan ,Ph,(mg/L),7.9,6.45
Periode 2, Petamburan ,Seng (Zn),(mg/L),0.04,6.45
Periode 2, Petamburan ,Sulfat,(mg/L),8.43,6.45
Periode 2, Petamburan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,6.45
Periode 2, Petamburan ,Organik (KMnO4),(mg/L),6.59,6.45
Periode 2, Petamburan ,Suhu,(Celcius),23.6,6.45
Periode 2, Petamburan ,Bakteri Koli,(Jlm/100mL),0,6.45
Periode 2, Galur ,Zat Padat Terlarut,(mg/L),360,2.47
Periode 2, Galur ,Kekeruhan,NTU,0.4,2.47
Periode 2, Galur ,Besi (Fe),(mg/L),0.08,2.47
Periode 2, Galur ,Fluorida,(mg/L),0.2,2.47
Periode 2, Galur ,Total Hardness,(mg/L),163.04,2.47
Periode 2, Galur ,Chlorida,(mg/L),50.59,2.47
Periode 2, Galur ,Mangan (Mn),(mg/L),1.24,2.47
Periode 2, Galur ,Nitrat,(mg/L),0.04,2.47
Periode 2, Galur ,Nitrit,(mg/L),0.003,2.47
Periode 2, Galur ,Ph,(mg/L),7.7,2.47
Periode 2, Galur ,Seng (Zn),(mg/L),0.01,2.47
Periode 2, Galur ,Sulfat,(mg/L),17.5,2.47
Periode 2, Galur ,Senyawa Aktif Biru Metilen,(mg/L),0.2,2.47
Periode 2, Galur ,Organik (KMnO4),(mg/L),1.76,2.47
Periode 2, Galur ,Suhu,(Celcius),24.3,2.47
Periode 2, Galur ,Bakteri Koli,(Jlm/100mL),0,2.47
Periode 2, Johor Baru ,Zat Padat Terlarut,(mg/L),371,1.54
Periode 2, Johor Baru ,Kekeruhan,NTU,1.5,1.54
Periode 2, Johor Baru ,Besi (Fe),(mg/L),0.08,1.54
Periode 2, Johor Baru ,Fluorida,(mg/L),0.51,1.54
Periode 2, Johor Baru ,Total Hardness,(mg/L),178.26,1.54
Periode 2, Johor Baru ,Chlorida,(mg/L),53.63,1.54
Periode 2, Johor Baru ,Mangan (Mn),(mg/L),0.1,1.54
Periode 2, Johor Baru ,Nitrat,(mg/L),0.23,1.54
Periode 2, Johor Baru ,Nitrit,(mg/L),0.003,1.54
Periode 2, Johor Baru ,Ph,(mg/L),7.5,1.54
Periode 2, Johor Baru ,Seng (Zn),(mg/L),0.01,1.54
Periode 2, Johor Baru ,Sulfat,(mg/L),30.29,1.54
Periode 2, Johor Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.11,1.54
Periode 2, Johor Baru ,Organik (KMnO4),(mg/L),1.39,1.54
Periode 2, Johor Baru ,Suhu,(Celcius),24.3,1.54
Periode 2, Johor Baru ,Bakteri Koli,(Jlm/100mL),100,1.54
Periode 2, Kampung Rawa ,Zat Padat Terlarut,(mg/L),209,1.17
Periode 2, Kampung Rawa ,Kekeruhan,NTU,0.4,1.17
Periode 2, Kampung Rawa ,Besi (Fe),(mg/L),0.08,1.17
Periode 2, Kampung Rawa ,Fluorida,(mg/L),0.05,1.17
Periode 2, Kampung Rawa ,Total Hardness,(mg/L),91.84,1.17
Periode 2, Kampung Rawa ,Chlorida,(mg/L),39.36,1.17
Periode 2, Kampung Rawa ,Mangan (Mn),(mg/L),0.05,1.17
Periode 2, Kampung Rawa ,Nitrat,(mg/L),0.86,1.17
Periode 2, Kampung Rawa ,Nitrit,(mg/L),0.004,1.17
Periode 2, Kampung Rawa ,Ph,(mg/L),7.3,1.17
Periode 2, Kampung Rawa ,Seng (Zn),(mg/L),0.02,1.17
Periode 2, Kampung Rawa ,Sulfat,(mg/L),9.3,1.17
Periode 2, Kampung Rawa ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.17
Periode 2, Kampung Rawa ,Organik (KMnO4),(mg/L),3.57,1.17
Periode 2, Kampung Rawa ,Suhu,(Celcius),23.1,1.17
Periode 2, Kampung Rawa ,Bakteri Koli,(Jlm/100mL),1.85 x 104,1.17
Periode 2, Tanah Tinggi ,Zat Padat Terlarut,(mg/L),83,0.87
Periode 2, Tanah Tinggi ,Kekeruhan,NTU,0.1,0.87
Periode 2, Tanah Tinggi ,Besi (Fe),(mg/L),0.08,0.87
Periode 2, Tanah Tinggi ,Fluorida,(mg/L),0.24,0.87
Periode 2, Tanah Tinggi ,Total Hardness,(mg/L),36.73,0.87
Periode 2, Tanah Tinggi ,Chlorida,(mg/L),11.13,0.87
Periode 2, Tanah Tinggi ,Mangan (Mn),(mg/L),0.05,0.87
Periode 2, Tanah Tinggi ,Nitrat,(mg/L),5.45,0.87
Periode 2, Tanah Tinggi ,Nitrit,(mg/L),0.005,0.87
Periode 2, Tanah Tinggi ,Ph,(mg/L),7.7,0.87
Periode 2, Tanah Tinggi ,Seng (Zn),(mg/L),0.02,0.87
Periode 2, Tanah Tinggi ,Sulfat,(mg/L),4.02,0.87
Periode 2, Tanah Tinggi ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.87
Periode 2, Tanah Tinggi ,Organik (KMnO4),(mg/L),0.46,0.87
Periode 2, Tanah Tinggi ,Suhu,(Celcius),23.9,0.87
Periode 2, Tanah Tinggi ,Bakteri Koli,(Jlm/100mL),0,0.87
Periode 2, Kamal Muara ,Zat Padat Terlarut,(mg/L),111,0.92
Periode 2, Kamal Muara ,Kekeruhan,NTU,0.02,0.92
Periode 2, Kamal Muara ,Besi (Fe),(mg/L),0.08,0.92
Periode 2, Kamal Muara ,Fluorida,(mg/L),0.23,0.92
Periode 2, Kamal Muara ,Total Hardness,(mg/L),40.82,0.92
Periode 2, Kamal Muara ,Chlorida,(mg/L),27.83,0.92
Periode 2, Kamal Muara ,Mangan (Mn),(mg/L),0.05,0.92
Periode 2, Kamal Muara ,Nitrat,(mg/L),6.09,0.92
Periode 2, Kamal Muara ,Nitrit,(mg/L),0.003,0.92
Periode 2, Kamal Muara ,Ph,(mg/L),6.6,0.92
Periode 2, Kamal Muara ,Seng (Zn),(mg/L),0.01,0.92
Periode 2, Kamal Muara ,Sulfat,(mg/L),4.01,0.92
Periode 2, Kamal Muara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.92
Periode 2, Kamal Muara ,Organik (KMnO4),(mg/L),0.37,0.92
Periode 2, Kamal Muara ,Suhu,(Celcius),23.7,0.92
Periode 2, Kamal Muara ,Bakteri Koli,(Jlm/100mL),0,0.92
Periode 2, Kapuk Muara ,Zat Padat Terlarut,(mg/L),163,0.67
Periode 2, Kapuk Muara ,Kekeruhan,NTU,0.2,0.67
Periode 2, Kapuk Muara ,Besi (Fe),(mg/L),0.08,0.67
Periode 2, Kapuk Muara ,Fluorida,(mg/L),0.27,0.67
Periode 2, Kapuk Muara ,Total Hardness,(mg/L),61.22,0.67
Periode 2, Kapuk Muara ,Chlorida,(mg/L),25.3,0.67
Periode 2, Kapuk Muara ,Mangan (Mn),(mg/L),0.05,0.67
Periode 2, Kapuk Muara ,Nitrat,(mg/L),1.94,0.67
Periode 2, Kapuk Muara ,Nitrit,(mg/L),0.003,0.67
Periode 2, Kapuk Muara ,Ph,(mg/L),6.4,0.67
Periode 2, Kapuk Muara ,Seng (Zn),(mg/L),0.03,0.67
Periode 2, Kapuk Muara ,Sulfat,(mg/L),3.98,0.67
Periode 2, Kapuk Muara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.67
Periode 2, Kapuk Muara ,Organik (KMnO4),(mg/L),0.55,0.67
Periode 2, Kapuk Muara ,Suhu,(Celcius),23.8,0.67
Periode 2, Kapuk Muara ,Bakteri Koli,(Jlm/100mL),0,0.67
Periode 2, Penjagalan ,Zat Padat Terlarut,(mg/L),227,1.16
Periode 2, Penjagalan ,Kekeruhan,NTU,0.01,1.16
Periode 2, Penjagalan ,Besi (Fe),(mg/L),0.08,1.16
Periode 2, Penjagalan ,Fluorida,(mg/L),0.26,1.16
Periode 2, Penjagalan ,Total Hardness,(mg/L),89.8,1.16
Periode 2, Penjagalan ,Chlorida,(mg/L),28.84,1.16
Periode 2, Penjagalan ,Mangan (Mn),(mg/L),0.05,1.16
Periode 2, Penjagalan ,Nitrat,(mg/L),7.11,1.16
Periode 2, Penjagalan ,Nitrit,(mg/L),0.013,1.16
Periode 2, Penjagalan ,Ph,(mg/L),6.6,1.16
Periode 2, Penjagalan ,Seng (Zn),(mg/L),0.08,1.16
Periode 2, Penjagalan ,Sulfat,(mg/L),9.23,1.16
Periode 2, Penjagalan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.16
